District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,60+ Years,Conflict,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,60+ Years,Others,1
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,185
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,948
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,166
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,965
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,1344
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,1969
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,268
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,267
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,1939
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,73
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,332
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,273
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,356
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Business,353
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Service,305
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,221
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,39
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Others,135
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,97
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,220
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,741
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,138
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,980
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,514
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,288
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,299
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,12385
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,2492
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,223
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1038
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,200
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Business,72
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Service,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Study,17
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,1403
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,475
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,79
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Others,103
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,176
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,5
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,4
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,4
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Business,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Service,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Others,4
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Business,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Service,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Others,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Service,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,3
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,3
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Business,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Service,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Study,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Marriage,1
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Others,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Service,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Study,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,47
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Others,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Business,41
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Service,106
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Study,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,56
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Others,32
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,56
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Business,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Service,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Study,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Others,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Study,24
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,48
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Others,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Business,15
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Service,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Study,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,64
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,63
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Others,31
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,16
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Business,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Service,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Study,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Others,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,9
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Study,198
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,819
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Others,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,249
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,801
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Business,623
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Service,370
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Study,318
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,144
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,1495
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,59
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Others,249
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,289
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Agriculture,435
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Business,87
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Service,48
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Study,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Marriage,16
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Dependent,81
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Conflict,10
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Others,41
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,68
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Study,167
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,865
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,161
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,841
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Business,183
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Service,108
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Study,245
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,13015
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,1666
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,26
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Others,188
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,2270
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Agriculture,267
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Business,47
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Service,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Study,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Marriage,1712
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Dependent,84
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Conflict,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Others,24
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,349
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Service,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Study,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,22
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Others,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Business,95
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Service,49
