District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Major field of study,In number
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,"Engineering, manuf. and construction",13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Law,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Social & behavioural science,32
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Mathematics and statistics,19
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,"Agriculture, forestry & fishery",6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Journalism and information,4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Male,Not stated,222
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Humanities and arts,1306
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Business & administration,2030
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Education,1384
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Science,497
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Health,192
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,"Engineering, manuf. and construction",47
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Law,22
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Social & behavioural science,223
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Mathematics and statistics,124
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,"Agriculture, forestry & fishery",21
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Computing,26
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Journalism and information,7
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Male,Not stated,916
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Humanities and arts,1064
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Business & administration,1049
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Education,1279
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Science,195
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Health,172
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,"Engineering, manuf. and construction",40
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Law,13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Social & behavioural science,273
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Mathematics and statistics,97
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,"Agriculture, forestry & fishery",13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Computing,13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Journalism and information,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Male,Not stated,594
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Humanities and arts,853
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Business & administration,647
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Education,642
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Science,131
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Health,89
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,"Engineering, manuf. and construction",27
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Law,26
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Social & behavioural science,249
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Mathematics and statistics,62
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,"Agriculture, forestry & fishery",10
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Computing,18
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Journalism and information,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Male,Not stated,366
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Humanities and arts,532
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Business & administration,522
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Education,349
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Science,115
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Health,49
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,"Engineering, manuf. and construction",15
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Law,71
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Social & behavioural science,155
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Mathematics and statistics,32
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,"Agriculture, forestry & fishery",8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Journalism and information,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Others,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Male,Not stated,239
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Humanities and arts,397
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Business & administration,461
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Education,230
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Science,77
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Health,28
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,"Engineering, manuf. and construction",17
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Law,50
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Social & behavioural science,120
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Mathematics and statistics,14
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,"Agriculture, forestry & fishery",5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Computing,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Male,Not stated,154
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Humanities and arts,238
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Business & administration,220
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Education,128
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Science,48
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Health,20
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,"Engineering, manuf. and construction",15
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Law,35
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Social & behavioural science,58
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Mathematics and statistics,4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,"Agriculture, forestry & fishery",3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Male,Not stated,101
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Humanities and arts,167
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Business & administration,113
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Education,76
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Science,45
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Health,14
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,"Engineering, manuf. and construction",5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Law,21
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Social & behavioural science,35
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Mathematics and statistics,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,"Agriculture, forestry & fishery",6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Male,Not stated,52
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Humanities and arts,129
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Business & administration,69
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Education,37
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Science,16
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Health,7
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,"Engineering, manuf. and construction",2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Law,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Social & behavioural science,28
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Mathematics and statistics,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,"Agriculture, forestry & fishery",6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Others,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,55-59 Yrs,Male,Not stated,38
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Humanities and arts,93
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Business & administration,34
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Education,26
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Science,19
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Health,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,"Engineering, manuf. and construction",2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Law,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Social & behavioural science,23
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Mathematics and statistics,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,"Agriculture, forestry & fishery",5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,60-64 Yrs,Male,Not stated,17
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Humanities and arts,52
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Business & administration,19
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Education,15
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Science,10
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Health,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,"Engineering, manuf. and construction",6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Law,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Social & behavioural science,12
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Mathematics and statistics,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,"Agriculture, forestry & fishery",3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,65-69 Yrs,Male,Not stated,14
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Humanities and arts,17
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Business & administration,5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Education,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Science,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Health,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,"Engineering, manuf. and construction",1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Law,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Social & behavioural science,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Mathematics and statistics,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,"Agriculture, forestry & fishery",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,70-74 Yrs,Male,Not stated,4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Humanities and arts,21
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Business & administration,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Education,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Science,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Health,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,"Engineering, manuf. and construction",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Law,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Social & behavioural science,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Mathematics and statistics,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,"Agriculture, forestry & fishery",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,75+ Yrs,Male,Not stated,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Humanities and arts,214
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Business & administration,315
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Education,312
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Science,74
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Health,89
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,"Engineering, manuf. and construction",4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Law,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Social & behavioural science,36
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Mathematics and statistics,5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,"Agriculture, forestry & fishery",5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Computing,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,15-19 Yrs,Female,Not stated,185
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Humanities and arts,1007
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Business & administration,908
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Education,1865
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Science,121
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Health,352
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,"Engineering, manuf. and construction",15
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Law,10
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Social & behavioural science,181
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Mathematics and statistics,35
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,"Agriculture, forestry & fishery",6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Computing,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Journalism and information,5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,20-24 Yrs,Female,Not stated,640
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Humanities and arts,613
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Business & administration,244
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Education,986
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Science,41
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Health,161
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,"Engineering, manuf. and construction",2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Law,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Social & behavioural science,172
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Mathematics and statistics,19
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,"Agriculture, forestry & fishery",5
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Computing,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Journalism and information,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,25-29 Yrs,Female,Not stated,265
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Humanities and arts,299
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Business & administration,107
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Education,331
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Science,30
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Health,39
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,"Engineering, manuf. and construction",3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Law,4
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Social & behavioural science,75
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Mathematics and statistics,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,"Agriculture, forestry & fishery",2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Computing,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,30-34 Yrs,Female,Not stated,83
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Humanities and arts,167
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Business & administration,97
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Education,154
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Science,10
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Health,12
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,"Engineering, manuf. and construction",1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Law,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Social & behavioural science,36
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Mathematics and statistics,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,"Agriculture, forestry & fishery",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,35-39 Yrs,Female,Not stated,45
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Humanities and arts,91
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Business & administration,25
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Education,63
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Science,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Health,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,"Engineering, manuf. and construction",2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Law,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Social & behavioural science,11
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Mathematics and statistics,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,"Agriculture, forestry & fishery",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,40-44 Yrs,Female,Not stated,13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Humanities and arts,36
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Business & administration,7
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Education,14
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Science,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Health,3
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,"Engineering, manuf. and construction",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Law,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Social & behavioural science,14
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Mathematics and statistics,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,"Agriculture, forestry & fishery",0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Computing,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Journalism and information,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,45-49 Yrs,Female,Not stated,13
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Humanities and arts,29
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Business & administration,6
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Education,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Science,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Health,2
