District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Population who are,Number
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Male,Re-married,5
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,11
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Male,Divorced,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Male,Separated,2
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Never Married,3634
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Single married,2538
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,21
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Re-married,23
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Divorced,3
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Male,Separated,6
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Never Married,1035
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Single married,3757
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,77
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Re-married,58
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,13
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Male,Separated,13
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Never Married,293
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Single married,3430
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,127
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Re-married,90
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,11
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Male,Separated,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Never Married,181
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Single married,3345
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,173
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Re-married,161
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Male,Separated,18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Never Married,152
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Single married,3825
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,252
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Re-married,238
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,32
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Divorced,14
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Male,Separated,22
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Never Married,110
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Single married,3669
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,284
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Re-married,268
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,52
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Divorced,14
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Male,Separated,18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Never Married,101
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Single married,3468
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,338
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Re-married,340
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,75
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Divorced,19
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Male,Separated,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Never Married,78
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Single married,2673
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,325
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Re-married,315
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,98
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Divorced,21
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Male,Separated,18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Never Married,47
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Single married,2311
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,314
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Re-married,349
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,177
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Divorced,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Male,Separated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Never Married,41
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Single married,1703
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,292
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Re-married,257
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,184
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Divorced,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Male,Separated,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Never Married,17
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Single married,1361
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,240
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Re-married,224
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,242
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Divorced,6
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Male,Separated,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Never Married,14572
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Single married,56
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Never Married,11011
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Single married,2511
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,5
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Re-married,7
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,6
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Divorced,20
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 19 Years,Female,Separated,3
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Never Married,2930
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Single married,6276
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Re-married,48
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,19
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Divorced,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,20 - 24 Years,Female,Separated,5
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Never Married,739
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Single married,6249
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,39
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Re-married,100
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,39
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Divorced,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,25 - 29 Years,Female,Separated,21
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Never Married,319
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Single married,5122
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,44
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Re-married,109
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,37
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,30 - 34 Years,Female,Separated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Never Married,279
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Single married,4962
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,66
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Re-married,189
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,61
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Divorced,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,35 - 39 Years,Female,Separated,22
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Never Married,249
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Single married,5123
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,67
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Re-married,235
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,157
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,40 - 44 Years,Female,Separated,27
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Never Married,202
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Single married,4397
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,78
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Re-married,241
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,180
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Divorced,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,45 - 49 Years,Female,Separated,32
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Never Married,153
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Single married,3827
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,61
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Re-married,209
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,243
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Divorced,11
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,50 - 54 Years,Female,Separated,23
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Never Married,109
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Single married,2931
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,57
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Re-married,176
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,325
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,55 - 59 Years,Female,Separated,34
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Never Married,101
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Single married,2521
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,53
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Re-married,166
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,499
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Divorced,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60 - 64 Years,Female,Separated,21
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Never Married,50
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Single married,1733
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,37
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Re-married,113
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,543
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Divorced,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,65 - 69 Years,Female,Separated,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Never Married,38
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Single married,1180
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,28
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Re-married,83
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,447
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Divorced,2
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,70 - 74 Years,Female,Separated,14
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Never Married,23401
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Single married,127
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Never Married,26335
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Single married,863
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,5
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Re-married,2
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Divorced,1
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Male,Separated,2
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Never Married,20837
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Single married,6579
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,34
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Re-married,19
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,7
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Divorced,4
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Male,Separated,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Never Married,8943
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Single married,14128
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,117
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Re-married,81
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,21
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Divorced,22
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Male,Separated,28
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Never Married,2681
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Single married,17881
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,236
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Re-married,117
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,23
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Divorced,32
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Male,Separated,39
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Never Married,851
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Single married,17310
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,293
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Re-married,206
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,34
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Divorced,33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Male,Separated,37
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Never Married,389
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Single married,14919
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,404
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Re-married,268
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,52
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Divorced,28
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Male,Separated,25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Never Married,223
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Single married,11232
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,389
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Re-married,240
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,69
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Divorced,24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Male,Separated,24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Never Married,157
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Single married,8536
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,368
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Re-married,242
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,102
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Divorced,17
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Male,Separated,20
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Never Married,125
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Single married,6102
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,337
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Re-married,247
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,150
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Divorced,18
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Male,Separated,18
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Never Married,75
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Single married,4773
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,281
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Re-married,228
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,188
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Divorced,6
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Male,Separated,6
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Never Married,56
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Single married,3608
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,210
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Re-married,197
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,259
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Divorced,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Male,Separated,13
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Never Married,80
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Single married,2448
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,180
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Re-married,144
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,274
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Divorced,5
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Male,Separated,6
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Never Married,21695
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Single married,175
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Never Married,21816
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Single married,2627
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,6
