District,Gender,Age-Group,Usual Activity performed,Value
Kathmandu,Female,25 - 29 Years,Household chores,50472
Kathmandu,Female,25 - 29 Years,Study,12928
Kathmandu,Female,25 - 29 Years,Non of activity,3784
Kathmandu,Female,25 - 29 Years,Activity not stated,952
Kathmandu,Female,30 - 34 Years,Total Person,78500
Kathmandu,Female,30 - 34 Years,Own agriculture,5232
Kathmandu,Female,30 - 34 Years,Wage/salary earning,20227
Kathmandu,Female,30 - 34 Years,Own non- agricultural,11227
Kathmandu,Female,30 - 34 Years,Extended economic,3487
Kathmandu,Female,30 - 34 Years,Seeking job,1548
Kathmandu,Female,30 - 34 Years,Household chores,44697
Kathmandu,Female,30 - 34 Years,Study,2887
Kathmandu,Female,30 - 34 Years,Non of activity,2861
Kathmandu,Female,30 - 34 Years,Activity not stated,638
Kathmandu,Female,35 - 39 Years,Total Person,64119
Kathmandu,Female,35 - 39 Years,Own agriculture,5233
Kathmandu,Female,35 - 39 Years,Wage/salary earning,16083
Kathmandu,Female,35 - 39 Years,Own non- agricultural,10057
Kathmandu,Female,35 - 39 Years,Extended economic,3120
Kathmandu,Female,35 - 39 Years,Seeking job,1121
Kathmandu,Female,35 - 39 Years,Household chores,36887
Kathmandu,Female,35 - 39 Years,Study,1189
Kathmandu,Female,35 - 39 Years,Non of activity,2198
Kathmandu,Female,35 - 39 Years,Activity not stated,394
Kathmandu,Female,40 - 44 Years,Total Person,48744
Kathmandu,Female,40 - 44 Years,Own agriculture,4764
Kathmandu,Female,40 - 44 Years,Wage/salary earning,10053
Kathmandu,Female,40 - 44 Years,Own non- agricultural,7081
Kathmandu,Female,40 - 44 Years,Extended economic,2390
Kathmandu,Female,40 - 44 Years,Seeking job,768
Kathmandu,Female,40 - 44 Years,Household chores,30725
Kathmandu,Female,40 - 44 Years,Study,506
Kathmandu,Female,40 - 44 Years,Non of activity,1693
Kathmandu,Female,40 - 44 Years,Activity not stated,286
Kathmandu,Female,45 - 49 Years,Total Person,36283
Kathmandu,Female,45 - 49 Years,Own agriculture,3531
Kathmandu,Female,45 - 49 Years,Wage/salary earning,6517
Kathmandu,Female,45 - 49 Years,Own non- agricultural,4869
Kathmandu,Female,45 - 49 Years,Extended economic,1801
Kathmandu,Female,45 - 49 Years,Seeking job,356
Kathmandu,Female,45 - 49 Years,Household chores,23842
Kathmandu,Female,45 - 49 Years,Study,393
Kathmandu,Female,45 - 49 Years,Non of activity,1523
Kathmandu,Female,45 - 49 Years,Activity not stated,196
Kathmandu,Female,50 - 54 Years,Total Person,28249
Kathmandu,Female,50 - 54 Years,Own agriculture,3333
Kathmandu,Female,50 - 54 Years,Wage/salary earning,4066
Kathmandu,Female,50 - 54 Years,Own non- agricultural,2737
Kathmandu,Female,50 - 54 Years,Extended economic,1387
Kathmandu,Female,50 - 54 Years,Seeking job,249
Kathmandu,Female,50 - 54 Years,Household chores,18981
Kathmandu,Female,50 - 54 Years,Study,323
Kathmandu,Female,50 - 54 Years,Non of activity,2401
Kathmandu,Female,50 - 54 Years,Activity not stated,116
Kathmandu,Female,55 - 59 Years,Total Person,20513
Kathmandu,Female,55 - 59 Years,Own agriculture,2223
Kathmandu,Female,55 - 59 Years,Wage/salary earning,2126
Kathmandu,Female,55 - 59 Years,Own non- agricultural,1350
Kathmandu,Female,55 - 59 Years,Extended economic,1014
Kathmandu,Female,55 - 59 Years,Seeking job,167
Kathmandu,Female,55 - 59 Years,Household chores,13707
Kathmandu,Female,55 - 59 Years,Study,248
Kathmandu,Female,55 - 59 Years,Non of activity,3056
Kathmandu,Female,55 - 59 Years,Activity not stated,144
Kathmandu,Female,60 - 64 Years,Total Person,17695
Kathmandu,Female,60 - 64 Years,Own agriculture,1634
Kathmandu,Female,60 - 64 Years,Wage/salary earning,975
Kathmandu,Female,60 - 64 Years,Own non- agricultural,826
Kathmandu,Female,60 - 64 Years,Extended economic,628
Kathmandu,Female,60 - 64 Years,Seeking job,115
Kathmandu,Female,60 - 64 Years,Household chores,10466
Kathmandu,Female,60 - 64 Years,Study,156
Kathmandu,Female,60 - 64 Years,Non of activity,5150
Kathmandu,Female,60 - 64 Years,Activity not stated,189
Kathmandu,Female,65 - 69 Years,Total Person,13456
Kathmandu,Female,65 - 69 Years,Own agriculture,1250
Kathmandu,Female,65 - 69 Years,Wage/salary earning,429
Kathmandu,Female,65 - 69 Years,Own non- agricultural,496
Kathmandu,Female,65 - 69 Years,Extended economic,344
Kathmandu,Female,65 - 69 Years,Seeking job,32
Kathmandu,Female,65 - 69 Years,Household chores,6383
Kathmandu,Female,65 - 69 Years,Study,163
Kathmandu,Female,65 - 69 Years,Non of activity,5867
Kathmandu,Female,65 - 69 Years,Activity not stated,87
Kathmandu,Female,70 - 74 Years,Total Person,9731
Kathmandu,Female,70 - 74 Years,Own agriculture,466
Kathmandu,Female,70 - 74 Years,Wage/salary earning,179
Kathmandu,Female,70 - 74 Years,Own non- agricultural,187
Kathmandu,Female,70 - 74 Years,Extended economic,180
Kathmandu,Female,70 - 74 Years,Seeking job,15
Kathmandu,Female,70 - 74 Years,Household chores,3261
Kathmandu,Female,70 - 74 Years,Study,221
Kathmandu,Female,70 - 74 Years,Non of activity,5839
Kathmandu,Female,70 - 74 Years,Activity not stated,124
Kathmandu,Female,75+ Years,Total Person,14688
Kathmandu,Female,75+ Years,Own agriculture,298
Kathmandu,Female,75+ Years,Wage/salary earning,87
Kathmandu,Female,75+ Years,Own non- agricultural,175
Kathmandu,Female,75+ Years,Extended economic,199
Kathmandu,Female,75+ Years,Seeking job,8
Kathmandu,Female,75+ Years,Household chores,2670
Kathmandu,Female,75+ Years,Study,384
Kathmandu,Female,75+ Years,Non of activity,11253
Kathmandu,Female,75+ Years,Activity not stated,216
Nuwakot,Male,10 - 14 Years,Total Person,18347
Nuwakot,Male,10 - 14 Years,Own agriculture,1340
Nuwakot,Male,10 - 14 Years,Wage/salary earning,237
Nuwakot,Male,10 - 14 Years,Own non- agricultural,138
Nuwakot,Male,10 - 14 Years,Extended economic,329
Nuwakot,Male,10 - 14 Years,Seeking job,51
Nuwakot,Male,10 - 14 Years,Household chores,1163
Nuwakot,Male,10 - 14 Years,Study,16791
Nuwakot,Male,10 - 14 Years,Non of activity,1383
Nuwakot,Male,10 - 14 Years,Activity not stated,270
Nuwakot,Male,15 - 19 Years,Total Person,15476
Nuwakot,Male,15 - 19 Years,Own agriculture,3574
Nuwakot,Male,15 - 19 Years,Wage/salary earning,1804
Nuwakot,Male,15 - 19 Years,Own non- agricultural,692
Nuwakot,Male,15 - 19 Years,Extended economic,817
Nuwakot,Male,15 - 19 Years,Seeking job,737
Nuwakot,Male,15 - 19 Years,Household chores,1088
Nuwakot,Male,15 - 19 Years,Study,11221
Nuwakot,Male,15 - 19 Years,Non of activity,1195
Nuwakot,Male,15 - 19 Years,Activity not stated,183
Nuwakot,Male,20 - 24 Years,Total Person,9434
Nuwakot,Male,20 - 24 Years,Own agriculture,4531
Nuwakot,Male,20 - 24 Years,Wage/salary earning,2920
Nuwakot,Male,20 - 24 Years,Own non- agricultural,1282
Nuwakot,Male,20 - 24 Years,Extended economic,1095
Nuwakot,Male,20 - 24 Years,Seeking job,1146
Nuwakot,Male,20 - 24 Years,Household chores,1128
Nuwakot,Male,20 - 24 Years,Study,2768
Nuwakot,Male,20 - 24 Years,Non of activity,949
Nuwakot,Male,20 - 24 Years,Activity not stated,216
Nuwakot,Male,25 - 29 Years,Total Person,7922
Nuwakot,Male,25 - 29 Years,Own agriculture,4935
Nuwakot,Male,25 - 29 Years,Wage/salary earning,3308
Nuwakot,Male,25 - 29 Years,Own non- agricultural,1495
Nuwakot,Male,25 - 29 Years,Extended economic,1182
Nuwakot,Male,25 - 29 Years,Seeking job,869
Nuwakot,Male,25 - 29 Years,Household chores,995
Nuwakot,Male,25 - 29 Years,Study,377
Nuwakot,Male,25 - 29 Years,Non of activity,895
Nuwakot,Male,25 - 29 Years,Activity not stated,95
Nuwakot,Male,30 - 34 Years,Total Person,6978
Nuwakot,Male,30 - 34 Years,Own agriculture,4719
Nuwakot,Male,30 - 34 Years,Wage/salary earning,2889
Nuwakot,Male,30 - 34 Years,Own non- agricultural,1591
Nuwakot,Male,30 - 34 Years,Extended economic,1270
Nuwakot,Male,30 - 34 Years,Seeking job,654
Nuwakot,Male,30 - 34 Years,Household chores,1213
Nuwakot,Male,30 - 34 Years,Study,120
Nuwakot,Male,30 - 34 Years,Non of activity,756
Nuwakot,Male,30 - 34 Years,Activity not stated,48
Nuwakot,Male,35 - 39 Years,Total Person,6883
Nuwakot,Male,35 - 39 Years,Own agriculture,5083
Nuwakot,Male,35 - 39 Years,Wage/salary earning,2807
Nuwakot,Male,35 - 39 Years,Own non- agricultural,1566
Nuwakot,Male,35 - 39 Years,Extended economic,1131
Nuwakot,Male,35 - 39 Years,Seeking job,434
Nuwakot,Male,35 - 39 Years,Household chores,1089
Nuwakot,Male,35 - 39 Years,Study,73
Nuwakot,Male,35 - 39 Years,Non of activity,743
Nuwakot,Male,35 - 39 Years,Activity not stated,12
Nuwakot,Male,40 - 44 Years,Total Person,7222
Nuwakot,Male,40 - 44 Years,Own agriculture,5256
Nuwakot,Male,40 - 44 Years,Wage/salary earning,2736
Nuwakot,Male,40 - 44 Years,Own non- agricultural,1555
Nuwakot,Male,40 - 44 Years,Extended economic,1264
Nuwakot,Male,40 - 44 Years,Seeking job,394
Nuwakot,Male,40 - 44 Years,Household chores,1193
Nuwakot,Male,40 - 44 Years,Study,43
Nuwakot,Male,40 - 44 Years,Non of activity,643
Nuwakot,Male,40 - 44 Years,Activity not stated,49
Nuwakot,Male,45 - 49 Years,Total Person,6646
Nuwakot,Male,45 - 49 Years,Own agriculture,5175
Nuwakot,Male,45 - 49 Years,Wage/salary earning,2427
Nuwakot,Male,45 - 49 Years,Own non- agricultural,1319
Nuwakot,Male,45 - 49 Years,Extended economic,1091
Nuwakot,Male,45 - 49 Years,Seeking job,420
Nuwakot,Male,45 - 49 Years,Household chores,1333
Nuwakot,Male,45 - 49 Years,Study,25
Nuwakot,Male,45 - 49 Years,Non of activity,651
Nuwakot,Male,45 - 49 Years,Activity not stated,73
Nuwakot,Male,50 - 54 Years,Total Person,6510
Nuwakot,Male,50 - 54 Years,Own agriculture,5279
Nuwakot,Male,50 - 54 Years,Wage/salary earning,1983
Nuwakot,Male,50 - 54 Years,Own non- agricultural,1343
Nuwakot,Male,50 - 54 Years,Extended economic,1211
Nuwakot,Male,50 - 54 Years,Seeking job,395
Nuwakot,Male,50 - 54 Years,Household chores,1430
Nuwakot,Male,50 - 54 Years,Study,34
Nuwakot,Male,50 - 54 Years,Non of activity,798
Nuwakot,Male,50 - 54 Years,Activity not stated,20
Nuwakot,Male,55 - 59 Years,Total Person,5041
Nuwakot,Male,55 - 59 Years,Own agriculture,4164
Nuwakot,Male,55 - 59 Years,Wage/salary earning,1147
Nuwakot,Male,55 - 59 Years,Own non- agricultural,966
Nuwakot,Male,55 - 59 Years,Extended economic,915
Nuwakot,Male,55 - 59 Years,Seeking job,211
Nuwakot,Male,55 - 59 Years,Household chores,1181
Nuwakot,Male,55 - 59 Years,Study,1
Nuwakot,Male,55 - 59 Years,Non of activity,824
Nuwakot,Male,55 - 59 Years,Activity not stated,49
Nuwakot,Male,60 - 64 Years,Total Person,4507
Nuwakot,Male,60 - 64 Years,Own agriculture,3585
Nuwakot,Male,60 - 64 Years,Wage/salary earning,830
Nuwakot,Male,60 - 64 Years,Own non- agricultural,875
Nuwakot,Male,60 - 64 Years,Extended economic,796
Nuwakot,Male,60 - 64 Years,Seeking job,169
Nuwakot,Male,60 - 64 Years,Household chores,964
Nuwakot,Male,60 - 64 Years,Study,43
Nuwakot,Male,60 - 64 Years,Non of activity,1143
Nuwakot,Male,60 - 64 Years,Activity not stated,17
Nuwakot,Male,65 - 69 Years,Total Person,3642
Nuwakot,Male,65 - 69 Years,Own agriculture,2775
Nuwakot,Male,65 - 69 Years,Wage/salary earning,411
Nuwakot,Male,65 - 69 Years,Own non- agricultural,606
Nuwakot,Male,65 - 69 Years,Extended economic,625
Nuwakot,Male,65 - 69 Years,Seeking job,130
Nuwakot,Male,65 - 69 Years,Household chores,906
Nuwakot,Male,65 - 69 Years,Study,17
Nuwakot,Male,65 - 69 Years,Non of activity,1069
Nuwakot,Male,65 - 69 Years,Activity not stated,10
Nuwakot,Male,70 - 74 Years,Total Person,2895
Nuwakot,Male,70 - 74 Years,Own agriculture,1636
Nuwakot,Male,70 - 74 Years,Wage/salary earning,269
Nuwakot,Male,70 - 74 Years,Own non- agricultural,354
Nuwakot,Male,70 - 74 Years,Extended economic,387
Nuwakot,Male,70 - 74 Years,Seeking job,27
Nuwakot,Male,70 - 74 Years,Household chores,616
Nuwakot,Male,70 - 74 Years,Study,35
Nuwakot,Male,70 - 74 Years,Non of activity,1276
Nuwakot,Male,70 - 74 Years,Activity not stated,27
Nuwakot,Male,75+ Years,Total Person,3926
Nuwakot,Male,75+ Years,Own agriculture,1413
Nuwakot,Male,75+ Years,Wage/salary earning,176
Nuwakot,Male,75+ Years,Own non- agricultural,342
Nuwakot,Male,75+ Years,Extended economic,309
Nuwakot,Male,75+ Years,Seeking job,72
Nuwakot,Male,75+ Years,Household chores,644
Nuwakot,Male,75+ Years,Study,100
Nuwakot,Male,75+ Years,Non of activity,2552
Nuwakot,Male,75+ Years,Activity not stated,36
Nuwakot,Female,10 - 14 Years,Total Person,18892
Nuwakot,Female,10 - 14 Years,Own agriculture,1666
Nuwakot,Female,10 - 14 Years,Wage/salary earning,169
Nuwakot,Female,10 - 14 Years,Own non- agricultural,220
Nuwakot,Female,10 - 14 Years,Extended economic,408
Nuwakot,Female,10 - 14 Years,Seeking job,51
Nuwakot,Female,10 - 14 Years,Household chores,1666
Nuwakot,Female,10 - 14 Years,Study,17075
Nuwakot,Female,10 - 14 Years,Non of activity,1074
Nuwakot,Female,10 - 14 Years,Activity not stated,322
Nuwakot,Female,15 - 19 Years,Total Person,17791
Nuwakot,Female,15 - 19 Years,Own agriculture,4678
Nuwakot,Female,15 - 19 Years,Wage/salary earning,827
Nuwakot,Female,15 - 19 Years,Own non- agricultural,860
Nuwakot,Female,15 - 19 Years,Extended economic,1192
Nuwakot,Female,15 - 19 Years,Seeking job,259
Nuwakot,Female,15 - 19 Years,Household chores,4102
Nuwakot,Female,15 - 19 Years,Study,12400
Nuwakot,Female,15 - 19 Years,Non of activity,999
Nuwakot,Female,15 - 19 Years,Activity not stated,254
Nuwakot,Female,20 - 24 Years,Total Person,12995
Nuwakot,Female,20 - 24 Years,Own agriculture,7489
Nuwakot,Female,20 - 24 Years,Wage/salary earning,1521
Nuwakot,Female,20 - 24 Years,Own non- agricultural,1244
Nuwakot,Female,20 - 24 Years,Extended economic,1594
Nuwakot,Female,20 - 24 Years,Seeking job,306
Nuwakot,Female,20 - 24 Years,Household chores,6672
Nuwakot,Female,20 - 24 Years,Study,3023
Nuwakot,Female,20 - 24 Years,Non of activity,922
Nuwakot,Female,20 - 24 Years,Activity not stated,213
Nuwakot,Female,25 - 29 Years,Total Person,10749
Nuwakot,Female,25 - 29 Years,Own agriculture,7625
Nuwakot,Female,25 - 29 Years,Wage/salary earning,1425
Nuwakot,Female,25 - 29 Years,Own non- agricultural,1311
Nuwakot,Female,25 - 29 Years,Extended economic,1711
Nuwakot,Female,25 - 29 Years,Seeking job,156
Nuwakot,Female,25 - 29 Years,Household chores,6845
Nuwakot,Female,25 - 29 Years,Study,396
Nuwakot,Female,25 - 29 Years,Non of activity,619
Nuwakot,Female,25 - 29 Years,Activity not stated,97
Nuwakot,Female,30 - 34 Years,Total Person,8924
Nuwakot,Female,30 - 34 Years,Own agriculture,6956
Nuwakot,Female,30 - 34 Years,Wage/salary earning,1052
Nuwakot,Female,30 - 34 Years,Own non- agricultural,1474
Nuwakot,Female,30 - 34 Years,Extended economic,1712
Nuwakot,Female,30 - 34 Years,Seeking job,112
Nuwakot,Female,30 - 34 Years,Household chores,6144
Nuwakot,Female,30 - 34 Years,Study,130
Nuwakot,Female,30 - 34 Years,Non of activity,496
Nuwakot,Female,30 - 34 Years,Activity not stated,49
Nuwakot,Female,35 - 39 Years,Total Person,8574
Nuwakot,Female,35 - 39 Years,Own agriculture,6569
Nuwakot,Female,35 - 39 Years,Wage/salary earning,1019
Nuwakot,Female,35 - 39 Years,Own non- agricultural,1169
Nuwakot,Female,35 - 39 Years,Extended economic,1273
Nuwakot,Female,35 - 39 Years,Seeking job,89
Nuwakot,Female,35 - 39 Years,Household chores,5737
Nuwakot,Female,35 - 39 Years,Study,114
Nuwakot,Female,35 - 39 Years,Non of activity,346
Nuwakot,Female,35 - 39 Years,Activity not stated,68
Nuwakot,Female,40 - 44 Years,Total Person,8199
Nuwakot,Female,40 - 44 Years,Own agriculture,6533
Nuwakot,Female,40 - 44 Years,Wage/salary earning,839
Nuwakot,Female,40 - 44 Years,Own non- agricultural,1017
Nuwakot,Female,40 - 44 Years,Extended economic,1398
Nuwakot,Female,40 - 44 Years,Seeking job,148
Nuwakot,Female,40 - 44 Years,Household chores,5639
Nuwakot,Female,40 - 44 Years,Study,86
Nuwakot,Female,40 - 44 Years,Non of activity,328
Nuwakot,Female,40 - 44 Years,Activity not stated,79
Nuwakot,Female,45 - 49 Years,Total Person,6890
Nuwakot,Female,45 - 49 Years,Own agriculture,5545
Nuwakot,Female,45 - 49 Years,Wage/salary earning,451
Nuwakot,Female,45 - 49 Years,Own non- agricultural,865
Nuwakot,Female,45 - 49 Years,Extended economic,1098
Nuwakot,Female,45 - 49 Years,Seeking job,78
Nuwakot,Female,45 - 49 Years,Household chores,4948
Nuwakot,Female,45 - 49 Years,Study,20
Nuwakot,Female,45 - 49 Years,Non of activity,371
Nuwakot,Female,45 - 49 Years,Activity not stated,68
Nuwakot,Female,50 - 54 Years,Total Person,6290
Nuwakot,Female,50 - 54 Years,Own agriculture,4736
Nuwakot,Female,50 - 54 Years,Wage/salary earning,404
Nuwakot,Female,50 - 54 Years,Own non- agricultural,798
Nuwakot,Female,50 - 54 Years,Extended economic,953
Nuwakot,Female,50 - 54 Years,Seeking job,88
Nuwakot,Female,50 - 54 Years,Household chores,4586
Nuwakot,Female,50 - 54 Years,Study,64
Nuwakot,Female,50 - 54 Years,Non of activity,511
Nuwakot,Female,50 - 54 Years,Activity not stated,35
Nuwakot,Female,55 - 59 Years,Total Person,4629
Nuwakot,Female,55 - 59 Years,Own agriculture,3562
Nuwakot,Female,55 - 59 Years,Wage/salary earning,308
Nuwakot,Female,55 - 59 Years,Own non- agricultural,470
Nuwakot,Female,55 - 59 Years,Extended economic,738
Nuwakot,Female,55 - 59 Years,Seeking job,46
Nuwakot,Female,55 - 59 Years,Household chores,3415
Nuwakot,Female,55 - 59 Years,Study,58
Nuwakot,Female,55 - 59 Years,Non of activity,460
Nuwakot,Female,55 - 59 Years,Activity not stated,26
Nuwakot,Female,60 - 64 Years,Total Person,4566
Nuwakot,Female,60 - 64 Years,Own agriculture,2839
Nuwakot,Female,60 - 64 Years,Wage/salary earning,164
Nuwakot,Female,60 - 64 Years,Own non- agricultural,384
Nuwakot,Female,60 - 64 Years,Extended economic,591
Nuwakot,Female,60 - 64 Years,Seeking job,57
Nuwakot,Female,60 - 64 Years,Household chores,3066
Nuwakot,Female,60 - 64 Years,Study,68
Nuwakot,Female,60 - 64 Years,Non of activity,908
Nuwakot,Female,60 - 64 Years,Activity not stated,35
Nuwakot,Female,65 - 69 Years,Total Person,3529
Nuwakot,Female,65 - 69 Years,Own agriculture,1709
Nuwakot,Female,65 - 69 Years,Wage/salary earning,144
Nuwakot,Female,65 - 69 Years,Own non- agricultural,187
Nuwakot,Female,65 - 69 Years,Extended economic,345
Nuwakot,Female,65 - 69 Years,Seeking job,34
Nuwakot,Female,65 - 69 Years,Household chores,2187
Nuwakot,Female,65 - 69 Years,Study,62
Nuwakot,Female,65 - 69 Years,Non of activity,933
Nuwakot,Female,65 - 69 Years,Activity not stated,35
Nuwakot,Female,70 - 74 Years,Total Person,2940
Nuwakot,Female,70 - 74 Years,Own agriculture,951
Nuwakot,Female,70 - 74 Years,Wage/salary earning,66
Nuwakot,Female,70 - 74 Years,Own non- agricultural,158
Nuwakot,Female,70 - 74 Years,Extended economic,242
Nuwakot,Female,70 - 74 Years,Seeking job,0
Nuwakot,Female,70 - 74 Years,Household chores,1403
Nuwakot,Female,70 - 74 Years,Study,91
Nuwakot,Female,70 - 74 Years,Non of activity,1520
Nuwakot,Female,70 - 74 Years,Activity not stated,26
Nuwakot,Female,75+ Years,Total Person,4043
Nuwakot,Female,75+ Years,Own agriculture,704
Nuwakot,Female,75+ Years,Wage/salary earning,65
Nuwakot,Female,75+ Years,Own non- agricultural,92
Nuwakot,Female,75+ Years,Extended economic,186
Nuwakot,Female,75+ Years,Seeking job,8
Nuwakot,Female,75+ Years,Household chores,1234
Nuwakot,Female,75+ Years,Study,162
Nuwakot,Female,75+ Years,Non of activity,2760
Nuwakot,Female,75+ Years,Activity not stated,77
Rasuwa,Male,10 - 14 Years,Total Person,2837
Rasuwa,Male,10 - 14 Years,Own agriculture,126
Rasuwa,Male,10 - 14 Years,Wage/salary earning,19
Rasuwa,Male,10 - 14 Years,Own non- agricultural,12
Rasuwa,Male,10 - 14 Years,Extended economic,25
Rasuwa,Male,10 - 14 Years,Seeking job,6
Rasuwa,Male,10 - 14 Years,Household chores,116
Rasuwa,Male,10 - 14 Years,Study,2658
Rasuwa,Male,10 - 14 Years,Non of activity,136
Rasuwa,Male,10 - 14 Years,Activity not stated,32
Rasuwa,Male,15 - 19 Years,Total Person,2149
Rasuwa,Male,15 - 19 Years,Own agriculture,446
Rasuwa,Male,15 - 19 Years,Wage/salary earning,148
Rasuwa,Male,15 - 19 Years,Own non- agricultural,64
Rasuwa,Male,15 - 19 Years,Extended economic,58
Rasuwa,Male,15 - 19 Years,Seeking job,116
Rasuwa,Male,15 - 19 Years,Household chores,115
Rasuwa,Male,15 - 19 Years,Study,1632
Rasuwa,Male,15 - 19 Years,Non of activity,82
Rasuwa,Male,15 - 19 Years,Activity not stated,9
Rasuwa,Male,20 - 24 Years,Total Person,1313
Rasuwa,Male,20 - 24 Years,Own agriculture,648
Rasuwa,Male,20 - 24 Years,Wage/salary earning,330
Rasuwa,Male,20 - 24 Years,Own non- agricultural,106
Rasuwa,Male,20 - 24 Years,Extended economic,64
Rasuwa,Male,20 - 24 Years,Seeking job,146
Rasuwa,Male,20 - 24 Years,Household chores,103
Rasuwa,Male,20 - 24 Years,Study,346
Rasuwa,Male,20 - 24 Years,Non of activity,51
Rasuwa,Male,20 - 24 Years,Activity not stated,11
Rasuwa,Male,25 - 29 Years,Total Person,1199
Rasuwa,Male,25 - 29 Years,Own agriculture,739
Rasuwa,Male,25 - 29 Years,Wage/salary earning,400
Rasuwa,Male,25 - 29 Years,Own non- agricultural,173
Rasuwa,Male,25 - 29 Years,Extended economic,84
Rasuwa,Male,25 - 29 Years,Seeking job,110
Rasuwa,Male,25 - 29 Years,Household chores,112
Rasuwa,Male,25 - 29 Years,Study,54
Rasuwa,Male,25 - 29 Years,Non of activity,41
Rasuwa,Male,25 - 29 Years,Activity not stated,9
Rasuwa,Male,30 - 34 Years,Total Person,1127
Rasuwa,Male,30 - 34 Years,Own agriculture,716
Rasuwa,Male,30 - 34 Years,Wage/salary earning,407
Rasuwa,Male,30 - 34 Years,Own non- agricultural,156
Rasuwa,Male,30 - 34 Years,Extended economic,83
Rasuwa,Male,30 - 34 Years,Seeking job,79
Rasuwa,Male,30 - 34 Years,Household chores,96
Rasuwa,Male,30 - 34 Years,Study,14
Rasuwa,Male,30 - 34 Years,Non of activity,37
Rasuwa,Male,30 - 34 Years,Activity not stated,6
Rasuwa,Male,35 - 39 Years,Total Person,1133
Rasuwa,Male,35 - 39 Years,Own agriculture,764
Rasuwa,Male,35 - 39 Years,Wage/salary earning,417
Rasuwa,Male,35 - 39 Years,Own non- agricultural,163
Rasuwa,Male,35 - 39 Years,Extended economic,79
Rasuwa,Male,35 - 39 Years,Seeking job,53
Rasuwa,Male,35 - 39 Years,Household chores,109
Rasuwa,Male,35 - 39 Years,Study,6
Rasuwa,Male,35 - 39 Years,Non of activity,46
Rasuwa,Male,35 - 39 Years,Activity not stated,2
Rasuwa,Male,40 - 44 Years,Total Person,1191
Rasuwa,Male,40 - 44 Years,Own agriculture,817
Rasuwa,Male,40 - 44 Years,Wage/salary earning,433
Rasuwa,Male,40 - 44 Years,Own non- agricultural,159
Rasuwa,Male,40 - 44 Years,Extended economic,109
Rasuwa,Male,40 - 44 Years,Seeking job,42
Rasuwa,Male,40 - 44 Years,Household chores,106
Rasuwa,Male,40 - 44 Years,Study,2
Rasuwa,Male,40 - 44 Years,Non of activity,45
Rasuwa,Male,40 - 44 Years,Activity not stated,3
Rasuwa,Male,45 - 49 Years,Total Person,1125
Rasuwa,Male,45 - 49 Years,Own agriculture,808
Rasuwa,Male,45 - 49 Years,Wage/salary earning,365
Rasuwa,Male,45 - 49 Years,Own non- agricultural,117
Rasuwa,Male,45 - 49 Years,Extended economic,98
Rasuwa,Male,45 - 49 Years,Seeking job,37
Rasuwa,Male,45 - 49 Years,Household chores,103
Rasuwa,Male,45 - 49 Years,Study,2
Rasuwa,Male,45 - 49 Years,Non of activity,41
Rasuwa,Male,45 - 49 Years,Activity not stated,2
Rasuwa,Male,50 - 54 Years,Total Person,1083
Rasuwa,Male,50 - 54 Years,Own agriculture,820
Rasuwa,Male,50 - 54 Years,Wage/salary earning,276
Rasuwa,Male,50 - 54 Years,Own non- agricultural,145
Rasuwa,Male,50 - 54 Years,Extended economic,99
Rasuwa,Male,50 - 54 Years,Seeking job,45
Rasuwa,Male,50 - 54 Years,Household chores,131
Rasuwa,Male,50 - 54 Years,Study,1
Rasuwa,Male,50 - 54 Years,Non of activity,55
Rasuwa,Male,50 - 54 Years,Activity not stated,5
Rasuwa,Male,55 - 59 Years,Total Person,804
Rasuwa,Male,55 - 59 Years,Own agriculture,655
Rasuwa,Male,55 - 59 Years,Wage/salary earning,168
Rasuwa,Male,55 - 59 Years,Own non- agricultural,100
Rasuwa,Male,55 - 59 Years,Extended economic,85
Rasuwa,Male,55 - 59 Years,Seeking job,25
Rasuwa,Male,55 - 59 Years,Household chores,113
Rasuwa,Male,55 - 59 Years,Study,1
Rasuwa,Male,55 - 59 Years,Non of activity,55
Rasuwa,Male,55 - 59 Years,Activity not stated,5
Rasuwa,Male,60 - 64 Years,Total Person,746
Rasuwa,Male,60 - 64 Years,Own agriculture,576
Rasuwa,Male,60 - 64 Years,Wage/salary earning,104
Rasuwa,Male,60 - 64 Years,Own non- agricultural,77
Rasuwa,Male,60 - 64 Years,Extended economic,63
Rasuwa,Male,60 - 64 Years,Seeking job,17
Rasuwa,Male,60 - 64 Years,Household chores,112
Rasuwa,Male,60 - 64 Years,Study,1
Rasuwa,Male,60 - 64 Years,Non of activity,101
Rasuwa,Male,60 - 64 Years,Activity not stated,3
Rasuwa,Male,65 - 69 Years,Total Person,524
Rasuwa,Male,65 - 69 Years,Own agriculture,382
Rasuwa,Male,65 - 69 Years,Wage/salary earning,62
Rasuwa,Male,65 - 69 Years,Own non- agricultural,55
Rasuwa,Male,65 - 69 Years,Extended economic,49
Rasuwa,Male,65 - 69 Years,Seeking job,10
Rasuwa,Male,65 - 69 Years,Household chores,74
Rasuwa,Male,65 - 69 Years,Study,2
Rasuwa,Male,65 - 69 Years,Non of activity,125
Rasuwa,Male,65 - 69 Years,Activity not stated,1
Rasuwa,Male,70 - 74 Years,Total Person,451
Rasuwa,Male,70 - 74 Years,Own agriculture,253
Rasuwa,Male,70 - 74 Years,Wage/salary earning,26
