District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,India,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,India,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,India,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,European country,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,1100
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,India,1052
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,40
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,2055
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,India,1901
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,33
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,97
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,201
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,India,160
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,16
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,Other countries,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Male,Country not stated,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,945
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,India,913
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,24
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,3378
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,India,3177
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),32
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,33
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,24
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,112
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,226
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,India,177
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,33
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,Middle East country,8
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,European country,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,60+ Years,Female,Country not stated,8
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,567
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,India,534
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,1
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,32
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,2081
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,India,1944
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,32
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,8
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,16
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,80
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,498
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,India,443
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,ASEAN country,8
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,European country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Other countries,8
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Male,Country not stated,39
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,448
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,India,423
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,1
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,24
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,15610
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,India,15081
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),40
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,16
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,18
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,16
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,European country,8
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,67
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,363
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,2422
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,India,2336
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),1
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,ASEAN country,25
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,European country,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,60+ Years,Female,Country not stated,60
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,928
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,India,782
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,97
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,16
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,16
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,5069
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,India,4584
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),16
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,88
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,84
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,European country,88
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),32
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,73
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,104
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,128
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,India,120
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,European country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Other countries,8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,881
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,India,680
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,81
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),57
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,64
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,3330
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,India,3018
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,116
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,32
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,European country,8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),16
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,41
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,82
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,149
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,India,149
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,European country,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,3570
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,India,3007
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),67
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,17
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,219
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,European country,59
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),42
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,76
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,51
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,21195
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,India,19543
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),161
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,353
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,42
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,387
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,European country,135
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,117
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,424
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,986
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,India,732
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),9
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,49
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,121
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,European country,33
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),17
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other countries,8
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Country not stated,17
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,2764
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,India,2236
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,33
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,184
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,European country,59
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),109
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,33
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,42
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,15481
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,India,13629
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),199
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,466
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,42
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,497
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,European country,242
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,108
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,264
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,1185
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,India,958
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,23
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,127
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,European country,30
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),8
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other countries,31
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Country not stated,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,85
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,India,76
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,1
