District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-group,Value
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,26
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,10
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,50 + Years,12
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,Below 10 years,196
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,10 – 14 Years,4163
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,15 – 19 Years,37468
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,20 – 24 Years,37038
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,25 – 29 Years,11405
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,30 –34 Years,2171
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,35-39 Years,507
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,40 – 44 Years,140
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,45 – 49 Years,46
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Male,50 + Years,27
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,Below 10 years,2668
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,10 – 14 Years,23876
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,15 – 19 Years,75751
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,20 – 24 Years,20096
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,25 – 29 Years,2205
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,30 –34 Years,341
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,35-39 Years,101
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,40 – 44 Years,40
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,45 – 49 Years,10
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,  Female,50 + Years,6
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,Below 10 years,1000
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,10 – 14 Years,14405
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,15 – 19 Years,65922
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,20 – 24 Years,40042
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,25 – 29 Years,8595
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,30 –34 Years,1770
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,35-39 Years,378
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,40 – 44 Years,99
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,45 – 49 Years,36
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Male,50 + Years,33
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,Below 10 years,4387
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,10 – 14 Years,35166
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,15 – 19 Years,91466
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,20 – 24 Years,19228
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,25 – 29 Years,1845
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,30 –34 Years,348
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,35-39 Years,88
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,40 – 44 Years,42
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,45 – 49 Years,13
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,  Female,50 + Years,11
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,Below 10 years,209
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,10 – 14 Years,2388
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,15 – 19 Years,22372
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,20 – 24 Years,45985
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,25 – 29 Years,26003
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,30 –34 Years,6187
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,35-39 Years,1476
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,40 – 44 Years,418
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,45 – 49 Years,123
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Male,50 + Years,85
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,Below 10 years,1929
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,10 – 14 Years,16614
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,15 – 19 Years,80037
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,20 – 24 Years,41018
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,25 – 29 Years,6862
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,30 –34 Years,1386
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,35-39 Years,366
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,40 – 44 Years,128
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,45 – 49 Years,47
Kaski,Gandaki,Hill,Western,2068/69,2011/12,  Female,50 + Years,34
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,Below 10 years,1304
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,10 – 14 Years,9221
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,15 – 19 Years,84848
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,20 – 24 Years,168546
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,25 – 29 Years,116444
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,30 –34 Years,38958
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,35-39 Years,7862
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,40 – 44 Years,1680
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,45 – 49 Years,450
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Male,50 + Years,237
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,Below 10 years,5653
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,10 – 14 Years,39987
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,15 – 19 Years,210955
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,20 – 24 Years,158022
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,25 – 29 Years,43587
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,30 –34 Years,7480
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,35-39 Years,1700
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,40 – 44 Years,444
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,45 – 49 Years,130
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,  Female,50 + Years,62
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,Below 10 years,778
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,10 – 14 Years,5562
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,15 – 19 Years,33544
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,20 – 24 Years,34383
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,25 – 29 Years,11645
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,30 –34 Years,2697
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,35-39 Years,756
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,40 – 44 Years,246
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,45 – 49 Years,70
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Male,50 + Years,48
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,Below 10 years,2735
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,10 – 14 Years,15376
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,15 – 19 Years,58732
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,20 – 24 Years,26137
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,25 – 29 Years,4178
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,30 –34 Years,948
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,35-39 Years,242
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,40 – 44 Years,98
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,45 – 49 Years,40
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  Female,50 + Years,20
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,Below 10 years,317
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,10 – 14 Years,1799
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,15 – 19 Years,12631
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,20 – 24 Years,16313
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,25 – 29 Years,7207
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,30 –34 Years,1967
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,35-39 Years,703
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,40 – 44 Years,213
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,45 – 49 Years,86
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,50 + Years,78
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,Below 10 years,1011
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,10 – 14 Years,6110
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,15 – 19 Years,28789
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,20 – 24 Years,14183
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,25 – 29 Years,3087
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,30 –34 Years,885
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,35-39 Years,283
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,40 – 44 Years,101
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,45 – 49 Years,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,50 + Years,33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,Below 10 years,374
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,10 – 14 Years,3173
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,15 – 19 Years,27702
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,20 – 24 Years,45889
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,25 – 29 Years,29330
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,30 –34 Years,9752
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,35-39 Years,2027
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,40 – 44 Years,469
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,45 – 49 Years,125
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Male,50 + Years,70
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,Below 10 years,1162
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,10 – 14 Years,11601
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,15 – 19 Years,61373
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,20 – 24 Years,42598
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,25 – 29 Years,12823
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,30 –34 Years,2243
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,35-39 Years,480
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,40 – 44 Years,153
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,45 – 49 Years,53
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  Female,50 + Years,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,Below 10 years,55
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,10 – 14 Years,972
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,15 – 19 Years,9308
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,20 – 24 Years,14995
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,25 – 29 Years,7481
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,30 –34 Years,2069
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,35-39 Years,607
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,40 – 44 Years,204
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,45 – 49 Years,68
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Male,50 + Years,65
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,Below 10 years,1041
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,10 – 14 Years,7455
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,15 – 19 Years,29340
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,20 – 24 Years,13356
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,25 – 29 Years,2596
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,30 –34 Years,683
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,35-39 Years,212
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,40 – 44 Years,71
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,45 – 49 Years,35
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  Female,50 + Years,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,Below 10 years,255
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,10 – 14 Years,5246
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,15 – 19 Years,57750
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,20 – 24 Years,58166
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,25 – 29 Years,13810
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,30 –34 Years,2551
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,35-39 Years,559
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,40 – 44 Years,220
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,45 – 49 Years,80
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Male,50 + Years,68
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,Below 10 years,1527
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,10 – 14 Years,34274
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,15 – 19 Years,110589
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,20 – 24 Years,23996
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,25 – 29 Years,2612
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,30 –34 Years,459
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,35-39 Years,164
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,40 – 44 Years,88
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,45 – 49 Years,47
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  Female,50 + Years,47
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,Below 10 years,399
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,10 – 14 Years,4312
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,15 – 19 Years,37351
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,20 – 24 Years,36636
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,25 – 29 Years,14270
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,30 –34 Years,3488
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,35-39 Years,859
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,40 – 44 Years,274
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,45 – 49 Years,76
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Male,50 + Years,42
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,Below 10 years,1888
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,10 – 14 Years,16217
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,15 – 19 Years,65612
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,20 – 24 Years,24033
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,25 – 29 Years,3996
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,30 –34 Years,836
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,35-39 Years,240
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,40 – 44 Years,81
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,45 – 49 Years,22
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  Female,50 + Years,9
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,Below 10 years,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,10 – 14 Years,16
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,15 – 19 Years,251
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,20 – 24 Years,899
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,25 – 29 Years,597
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,30 –34 Years,173
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,35-39 Years,51
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,40 – 44 Years,18
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Male,50 + Years,3                2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,Below 10 years,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,10 – 14 Years,31
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,15 – 19 Years,427
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,20 – 24 Years,591
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,25 – 29 Years,314
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,30 –34 Years,121
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,35-39 Years,36
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,40 – 44 Years,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Female,50 + Years,3                0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,Below 10 years,758
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,10 – 14 Years,5755
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,15 – 19 Years,57544
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,20 – 24 Years,94420
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,25 – 29 Years,46254
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,30 –34 Years,13391
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,35-39 Years,2773
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,40 – 44 Years,732
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,45 – 49 Years,261
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Male,50 + Years,165
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,Below 10 years,3705
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,10 – 14 Years,35386
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,15 – 19 Years,154926
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,20 – 24 Years,72700
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,25 – 29 Years,13598
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,30 –34 Years,2625
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,35-39 Years,741
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,40 – 44 Years,228
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,45 – 49 Years,103
Morang,Kosi,Terai,Eastern,2068/69,2011/12,  Female,50 + Years,63
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,Below 10 years,6
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,239
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,5069
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,5477
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,1549
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,331
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,35-39 Years,103
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,25
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,6
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,50 + Years,8
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,Below 10 years,30
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,1078
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,8556
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,3177
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,476
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,98
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,35-39 Years,24
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,10
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,4
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,50 + Years,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,Below 10 years,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,10 – 14 Years,50
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,15 – 19 Years,576
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,20 – 24 Years,1634
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,25 – 29 Years,1070
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,30 –34 Years,367
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,35-39 Years,119
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,40 – 44 Years,63
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,45 – 49 Years,16
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Male,50 + Years,6
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,Below 10 years,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,10 – 14 Years,93
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,15 – 19 Years,1027
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,20 – 24 Years,1382
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,25 – 29 Years,607
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,30 –34 Years,196
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,35-39 Years,75
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,40 – 44 Years,35
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,45 – 49 Years,3
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Female,50 + Years,3
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,Below 10 years,52
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,10 – 14 Years,506
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,15 – 19 Years,6588
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,20 – 24 Years,9745
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,25 – 29 Years,4069
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,30 –34 Years,1084
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,35-39 Years,375
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,40 – 44 Years,117
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,45 – 49 Years,41
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,50 + Years,34
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,Below 10 years,308
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,10 – 14 Years,2654
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,15 – 19 Years,19512
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,20 – 24 Years,9529
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,25 – 29 Years,2003
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,30 –34 Years,491
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,35-39 Years,176
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,40 – 44 Years,70
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,45 – 49 Years,25
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,50 + Years,19
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,Below 10 years,488
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,10 – 14 Years,7056
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,15 – 19 Years,54629
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,20 – 24 Years,54507
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,25 – 29 Years,18888
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,30 –34 Years,3804
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,35-39 Years,962
