District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Rural,292
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Urban,140
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Not stated,140
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Foreign country,,22
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Place not stated,,305
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Population aged 5 years & above,,11747
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Same district,,11125
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Total,397
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,210
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,101
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,86
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,54
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,170
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,10440
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Same district,,10017
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,320
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,193
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,67
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,60
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,95
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,10443
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Same district,,10093
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,247
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,125
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,48
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,74
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,34
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,69
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,9992
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Same district,,9740
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,160
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,105
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,17
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,38
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,30
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,63
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,8933
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Same district,,8800
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,95
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,64
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,13
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,18
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,38
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,8247
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Same district,,8139
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,51
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,32
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,4
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,15
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,48
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,6185
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Same district,,6119
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,49
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,40
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,4
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,5
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,15
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,5422
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Same district,,5353
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,23
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,20
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,43
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,4522
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Same district,,4504
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,6
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Foreign country,,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,11
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,3353
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Same district,,3324
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,4
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,21
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,4385
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Same district,,4341
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Other district,Total,24
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Other district,Rural,20
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Other district,Urban,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Other district,Not stated,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Male,75+ Years,Place not stated,,20
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,19296
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Same district,,18654
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,263
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,154
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,30
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,79
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,376
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,24923
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Same district,,24178
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,288
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,197
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,27
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,63
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,455
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,24439
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Same district,,23349
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,677
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,445
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,74
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,158
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,10
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,402
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,18778
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Same district,,16617
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,1858
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,1347
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,194
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,317
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,24
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,279
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,15385
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Same district,,14183
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,966
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,602
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,168
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,196
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,18
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,218
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,13345
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Same district,,12775
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,426
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,255
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,88
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,84
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,5
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,139
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,12861
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Same district,,12514
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,243
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,186
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,27
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,30
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,100
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,11397
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Same district,,11148
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,159
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,109
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,29
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,21
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,87
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,9775
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Same district,,9573
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,108
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,80
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,16
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,12
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,86
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,8616
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Same district,,8436
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,87
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,72
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,11
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,5
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,91
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,6171
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Same district,,6034
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,49
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,17
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,29
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,79
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,6012
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Same district,,5914
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,44
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,39
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,54
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,4806
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Same district,,4726
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,33
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,25
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,6
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,48
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,3579
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Same district,,3532
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,16
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,4
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,12
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,32
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,4815
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Same district,,4740
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Other district,Total,46
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Other district,Rural,26
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Other district,Urban,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Other district,Not stated,12
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Place not stated,,29
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,13248
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Same district,,13001
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,214
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,14830
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Same district,,14597
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Total,48
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Rural,40
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Place not stated,,177
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Population aged 5 years & above,,12266
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Same district,,12066
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Total,72
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Rural,64
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Place not stated,,128
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Population aged 5 years & above,,5954
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Same district,,5773
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Total,66
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Rural,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Not stated,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Place not stated,,115
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Population aged 5 years & above,,4459
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Same district,,4258
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Total,151
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,84
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,42
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,42
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,3865
