District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age group,Gender,Population having disability of,Value
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Speech problem,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Mental disable,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Intellectual disable,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Multiple Misable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Total Population,8976
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Population without disability,8868
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Physical,32
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Blindness/ low vision,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Deaf / hard to hearing,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Speech problem,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Mental disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Intellectual disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Multiple Misable,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Total Population,10812
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Population without disability,10690
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Physical,41
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Blindness/ low vision,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Deaf / hard to hearing,18
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Speech problem,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Mental disable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Intellectual disable,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Multiple Misable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Total Population,8883
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Population without disability,8762
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Physical,37
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Blindness/ low vision,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Deaf / hard to hearing,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Speech problem,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Mental disable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Intellectual disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Multiple Misable,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Total Population,4580
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Population without disability,4497
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Physical,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Blindness/ low vision,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Deaf / hard to hearing,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Speech problem,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Mental disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Intellectual disable,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Multiple Misable,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Total Population,3892
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Population without disability,3789
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Physical,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Blindness/ low vision,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Deaf / hard to hearing,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Speech problem,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Mental disable,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Intellectual disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Multiple Misable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Total Population,3260
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Population without disability,3158
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Physical,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Blindness/ low vision,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Deaf / hard to hearing,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Deaf–blind,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Speech problem,27
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Mental disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Intellectual disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Multiple Misable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Total Population,3345
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Population without disability,3168
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Physical,45
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Blindness/ low vision,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Deaf / hard to hearing,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Speech problem,45
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Mental disable,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Intellectual disable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Multiple Misable,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Total Population,3592
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Population without disability,3357
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Physical,63
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Blindness/ low vision,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Deaf / hard to hearing,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Speech problem,67
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Mental disable,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Intellectual disable,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Multiple Misable,26
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Total Population,3731
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Population without disability,3549
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Physical,40
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Blindness/ low vision,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Deaf / hard to hearing,51
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Speech problem,41
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Mental disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Intellectual disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Multiple Misable,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Total Population,3977
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Population without disability,3758
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Physical,68
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Blindness/ low vision,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Deaf / hard to hearing,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Deaf–blind,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Speech problem,54
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Mental disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Intellectual disable,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Multiple Misable,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Total Population,3340
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Population without disability,3140
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Physical,63
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Blindness/ low vision,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Deaf / hard to hearing,45
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Speech problem,49
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Mental disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Intellectual disable,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Multiple Misable,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Total Population,3116
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Population without disability,2927
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Physical,69
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Blindness/ low vision,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Deaf / hard to hearing,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Deaf–blind,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Speech problem,27
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Mental disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Intellectual disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Multiple Misable,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Total Population,2375
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Population without disability,2208
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Physical,56
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Blindness/ low vision,27
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Deaf / hard to hearing,44
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Speech problem,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Mental disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Intellectual disable,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Multiple Misable,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Total Population,2065
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Population without disability,1903
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Physical,56
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Blindness/ low vision,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Deaf / hard to hearing,56
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Speech problem,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Mental disable,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Intellectual disable,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Multiple Misable,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Total Population,2792
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Population without disability,2475
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Physical,84
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Blindness/ low vision,66
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Deaf / hard to hearing,95
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Deaf–blind,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Speech problem,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Mental disable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Intellectual disable,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Male,Multiple Misable,37
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Total Population,6921
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Population without disability,6881
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Physical,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Blindness/ low vision,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Deaf / hard to hearing,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Speech problem,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Mental disable,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Intellectual disable,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Multiple Misable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Total Population,8528
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Population without disability,8449
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Physical,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Blindness/ low vision,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Deaf / hard to hearing,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Speech problem,21
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Mental disable,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Intellectual disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Multiple Misable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Total Population,10870
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Population without disability,10747
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Physical,52
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Blindness/ low vision,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Deaf / hard to hearing,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Speech problem,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Mental disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Intellectual disable,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Multiple Misable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Total Population,9708
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Population without disability,9604
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Physical,38
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Blindness/ low vision,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Deaf / hard to hearing,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Deaf–blind,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Speech problem,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Mental disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Intellectual disable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Multiple Misable,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Total Population,7997
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Population without disability,7911
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Physical,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Blindness/ low vision,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Deaf / hard to hearing,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Speech problem,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Mental disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Intellectual disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Multiple Misable,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Total Population,7045
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Population without disability,6956
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Physical,26
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Blindness/ low vision,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Deaf / hard to hearing,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Deaf–blind,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Speech problem,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Mental disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Intellectual disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Multiple Misable,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Total Population,5778
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Population without disability,5692
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Physical,29
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Blindness/ low vision,12
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Deaf / hard to hearing,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Speech problem,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Mental disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Intellectual disable,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Multiple Misable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Total Population,5673
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Population without disability,5532
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Physical,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Blindness/ low vision,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Deaf / hard to hearing,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Speech problem,32
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Mental disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Intellectual disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Multiple Misable,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Total Population,5432
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Population without disability,5254
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Physical,32
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Blindness/ low vision,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Deaf / hard to hearing,44
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Deaf–blind,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Speech problem,55
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Mental disable,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Intellectual disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Multiple Misable,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Total Population,4801
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Population without disability,4626
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Physical,35
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Blindness/ low vision,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Deaf / hard to hearing,44
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Deaf–blind,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Speech problem,53
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Mental disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Intellectual disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Multiple Misable,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Total Population,4519
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Population without disability,4342
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Physical,55
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Blindness/ low vision,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Deaf / hard to hearing,37
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Deaf–blind,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Speech problem,30
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Mental disable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Intellectual disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Multiple Misable,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Total Population,3679
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Population without disability,3523
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Physical,44
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Blindness/ low vision,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Deaf / hard to hearing,53
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Deaf–blind,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Speech problem,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Mental disable,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Intellectual disable,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Multiple Misable,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Total Population,3557
