District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Sub-Indicator.1,Value
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in same district,,3444
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Rural,328
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Urban,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Not stated,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Foreign born,,,41
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,75+ Years,Birth Place not stated,,,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Total Population,,,35303
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,All native born,,34878
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in same district,,34753
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Rural,80
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Urban,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Not stated,37
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Foreign born,,,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 04 Years,Birth Place not stated,,,400
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Total Population,,,44382
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,All native born,,43975
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in same district,,43802
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Rural,156
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Urban,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Not stated,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Foreign born,,,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,05 - 09 Years,Birth Place not stated,,,388
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Total Population,,,42202
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,All native born,,41769
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in same district,,41417
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Rural,266
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Urban,26
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Not stated,60
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Foreign born,,,10
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,10 - 14 Years,Birth Place not stated,,,423
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Total Population,,,26246
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,All native born,,25485
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in same district,,23704
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Rural,1358
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Urban,81
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Not stated,342
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Foreign born,,,522
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 19 Years,Birth Place not stated,,,239
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Total Population,,,24321
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,All native born,,22409
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in same district,,18602
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Rural,2875
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Urban,243
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Not stated,689
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Foreign born,,,1700
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,20 - 24 Years,Birth Place not stated,,,212
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Total Population,,,25091
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,All native born,,22964
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in same district,,19170
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Rural,2895
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Urban,252
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Not stated,647
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Foreign born,,,1958
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,25 - 29 Years,Birth Place not stated,,,169
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Total Population,,,22915
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,All native born,,20605
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in same district,,17008
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Rural,2726
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Urban,253
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Not stated,617
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Foreign born,,,2164
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,30 - 34 Years,Birth Place not stated,,,146
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Total Population,,,19967
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,All native born,,17802
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in same district,,14925
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Rural,2186
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Urban,132
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Not stated,559
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Foreign born,,,2041
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,35 - 39 Years,Birth Place not stated,,,124
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Total Population,,,16591
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,All native born,,14314
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in same district,,12000
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Rural,1773
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Urban,149
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Not stated,393
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Foreign born,,,2124
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,40 - 44 Years,Birth Place not stated,,,153
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Total Population,,,13867
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,All native born,,11950
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in same district,,9985
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Rural,1546
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Urban,114
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Not stated,304
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Foreign born,,,1787
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,45 - 49 Years,Birth Place not stated,,,130
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Total Population,,,11403
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,All native born,,9966
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in same district,,8469
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Rural,1125
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Urban,109
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Not stated,263
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Foreign born,,,1394
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Birth Place not stated,,,43
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Total Population,,,10000
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,All native born,,8655
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in same district,,7449
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Rural,936
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Urban,55
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Not stated,215
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Foreign born,,,1278
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Birth Place not stated,,,67
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Total Population,,,9554
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,All native born,,8312
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in same district,,7260
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Rural,826
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Urban,67
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Not stated,159
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Foreign born,,,1161
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Birth Place not stated,,,82
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Total Population,,,6777
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,All native born,,5867
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in same district,,5119
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Rural,562
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Urban,42
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Not stated,144
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Foreign born,,,891
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Birth Place not stated,,,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Total Population,,,4189
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,All native born,,3633
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in same district,,3159
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Rural,390
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Urban,24
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Not stated,59
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Foreign born,,,553
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Birth Place not stated,,,3
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Total Population,,,3667
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Native born,All native born,,3100
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in same district,,2669
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Rural,333
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Urban,26
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Not stated,73
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Foreign born,,,548
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Birth Place not stated,,,18
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Total Population,,,19449
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Native born,All native born,,19290
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in same district,,18988
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Rural,176
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Urban,87
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Not stated,40
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Foreign born,,,41
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Birth Place not stated,,,118
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Total Population,,,25110
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Native born,All native born,,24958
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in same district,,23959
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Rural,566
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Urban,274
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Not stated,158
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Foreign born,,,32
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Birth Place not stated,,,120
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Total Population,,,28493
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Native born,All native born,,28301
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in same district,,26976
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Rural,892
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Urban,244
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Not stated,188
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Foreign born,,,63
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Birth Place not stated,,,129
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Total Population,,,22763
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Native born,All native born,,22674
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in same district,,21225
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Rural,947
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Urban,291
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Not stated,211
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Foreign born,,,73
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Birth Place not stated,,,16
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Total Population,,,16538
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Native born,All native born,,16408
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in same district,,14803
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Rural,1160
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Urban,186
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Not stated,259
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Foreign born,,,97
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Birth Place not stated,,,32
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Total Population,,,14032
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Native born,All native born,,13909
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in same district,,12290
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Rural,1290
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Urban,157
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Not stated,171
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Foreign born,,,107
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Birth Place not stated,,,16
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Total Population,,,11970
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Native born,All native born,,11769
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in same district,,10142
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Rural,1308
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Urban,159
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Not stated,160
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Foreign born,,,159
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Birth Place not stated,,,42
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Total Population,,,11458
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Native born,All native born,,11354
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in same district,,9376
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Rural,1659
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Urban,104
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Not stated,215
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Foreign born,,,104
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Total Population,,,10924
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Native born,All native born,,10790
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in same district,,8472
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Rural,1896
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Urban,176
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Not stated,247
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Foreign born,,,117
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Birth Place not stated,,,16
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Total Population,,,9567
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Native born,All native born,,9457
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in same district,,7243
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Rural,1862
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Urban,141
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Not stated,211
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Foreign born,,,110
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Total Population,,,8850
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Native born,All native born,,8736
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in same district,,6263
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Rural,2041
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Urban,205
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Not stated,227
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Foreign born,,,90
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Birth Place not stated,,,24
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Total Population,,,6489
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Native born,All native born,,6442
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in same district,,4336
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Rural,1859
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Urban,143
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Not stated,103
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Foreign born,,,47
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Total Population,,,5314
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Native born,All native born,,5290
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in same district,,3760
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Rural,1264
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Urban,117
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Not stated,149
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Foreign born,,,24
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Total Population,,,4144
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Native born,All native born,,4120
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in same district,,2877
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Rural,1023
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Urban,150
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Not stated,71
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Foreign born,,,15
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Birth Place not stated,,,8
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Total Population,,,2891
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Native born,All native born,,2891
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in same district,,2045
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Rural,687
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Urban,61
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Not stated,98
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Foreign born,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Total Population,,,4091
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Native born,All native born,,4070
