District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Tanahu,  25 - 29 Years,Economically Active,Not Usually Active,,Male,80
 Tanahu,  25 - 29 Years,Economically Active,Not Usually Active,,Female,588
 Tanahu,  25 - 29 Years,Not Economically Active,,,Male,611
 Tanahu,  25 - 29 Years,Not Economically Active,,,Female,4473
 Tanahu,  25 - 29 Years,Economic Activity Not Stated,,,Male,110
 Tanahu,  25 - 29 Years,Economic Activity Not Stated,,,Female,73
 Tanahu,  30 - 34 Years,Total Population 10 Yrs. and above,,,,18187
 Tanahu,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,5441
 Tanahu,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,8630
 Tanahu,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,175
 Tanahu,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,32
 Tanahu,  30 - 34 Years,Economically Active,Not Usually Active,,Male,50
 Tanahu,  30 - 34 Years,Economically Active,Not Usually Active,,Female,470
 Tanahu,  30 - 34 Years,Not Economically Active,,,Male,301
 Tanahu,  30 - 34 Years,Not Economically Active,,,Female,2926
 Tanahu,  30 - 34 Years,Economic Activity Not Stated,,,Male,92
 Tanahu,  30 - 34 Years,Economic Activity Not Stated,,,Female,68
 Tanahu,  35 - 39 Years,Total Population 10 Yrs. and above,,,,17319
 Tanahu,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,5511
 Tanahu,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,7851
 Tanahu,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,196
 Tanahu,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,8
 Tanahu,  35 - 39 Years,Economically Active,Not Usually Active,,Male,48
 Tanahu,  35 - 39 Years,Economically Active,Not Usually Active,,Female,512
 Tanahu,  35 - 39 Years,Not Economically Active,,,Male,300
 Tanahu,  35 - 39 Years,Not Economically Active,,,Female,2807
 Tanahu,  35 - 39 Years,Economic Activity Not Stated,,,Male,56
 Tanahu,  35 - 39 Years,Economic Activity Not Stated,,,Female,32
 Tanahu,  40 - 44 Years,Total Population 10 Yrs. and above,,,,16129
 Tanahu,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,5940
 Tanahu,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,6913
 Tanahu,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,72
 Tanahu,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,33
 Tanahu,  40 - 44 Years,Economically Active,Not Usually Active,,Male,56
 Tanahu,  40 - 44 Years,Economically Active,Not Usually Active,,Female,494
 Tanahu,  40 - 44 Years,Not Economically Active,,,Male,280
 Tanahu,  40 - 44 Years,Not Economically Active,,,Female,2210
 Tanahu,  40 - 44 Years,Economic Activity Not Stated,,,Male,65
 Tanahu,  40 - 44 Years,Economic Activity Not Stated,,,Female,66
 Tanahu,  45 - 49 Years,Total Population 10 Yrs. and above,,,,14498
 Tanahu,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,5638
 Tanahu,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,5944
 Tanahu,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,16
 Tanahu,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,0
 Tanahu,  45 - 49 Years,Economically Active,Not Usually Active,,Male,104
 Tanahu,  45 - 49 Years,Economically Active,Not Usually Active,,Female,362
 Tanahu,  45 - 49 Years,Not Economically Active,,,Male,356
 Tanahu,  45 - 49 Years,Not Economically Active,,,Female,2005
 Tanahu,  45 - 49 Years,Economic Activity Not Stated,,,Male,24
 Tanahu,  45 - 49 Years,Economic Activity Not Stated,,,Female,48
 Tanahu,  50 - 54 Years,Total Population 10 Yrs. and above,,,,14558
 Tanahu,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,6075
 Tanahu,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5393
 Tanahu,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,26
 Tanahu,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,33
 Tanahu,  50 - 54 Years,Economically Active,Not Usually Active,,Male,111
 Tanahu,  50 - 54 Years,Economically Active,Not Usually Active,,Female,349
 Tanahu,  50 - 54 Years,Not Economically Active,,,Male,457
 Tanahu,  50 - 54 Years,Not Economically Active,,,Female,2063
 Tanahu,  50 - 54 Years,Economic Activity Not Stated,,,Male,34
 Tanahu,  50 - 54 Years,Economic Activity Not Stated,,,Female,17
 Tanahu,  55 - 59 Years,Total Population 10 Yrs. and above,,,,12004
 Tanahu,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,5168
 Tanahu,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3777
 Tanahu,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,30
 Tanahu,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,0
 Tanahu,  55 - 59 Years,Economically Active,Not Usually Active,,Male,143
 Tanahu,  55 - 59 Years,Economically Active,Not Usually Active,,Female,422
 Tanahu,  55 - 59 Years,Not Economically Active,,,Male,512
 Tanahu,  55 - 59 Years,Not Economically Active,,,Female,1906
 Tanahu,  55 - 59 Years,Economic Activity Not Stated,,,Male,15
 Tanahu,  55 - 59 Years,Economic Activity Not Stated,,,Female,31
 Tanahu,  60 - 64 Years,Total Population 10 Yrs. and above,,,,11280
 Tanahu,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,4064
 Tanahu,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,3256
 Tanahu,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,8
 Tanahu,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,16
 Tanahu,  60 - 64 Years,Economically Active,Not Usually Active,,Male,150
 Tanahu,  60 - 64 Years,Economically Active,Not Usually Active,,Female,339
 Tanahu,  60 - 64 Years,Not Economically Active,,,Male,921
 Tanahu,  60 - 64 Years,Not Economically Active,,,Female,2435
 Tanahu,  60 - 64 Years,Economic Activity Not Stated,,,Male,34
 Tanahu,  60 - 64 Years,Economic Activity Not Stated,,,Female,57
 Tanahu,  65 - 69 Years,Total Population 10 Yrs. and above,,,,8235
 Tanahu,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2696
 Tanahu,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1704
 Tanahu,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Tanahu,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,0
 Tanahu,  65 - 69 Years,Economically Active,Not Usually Active,,Male,82
 Tanahu,  65 - 69 Years,Economically Active,Not Usually Active,,Female,271
 Tanahu,  65 - 69 Years,Not Economically Active,,,Male,1033
 Tanahu,  65 - 69 Years,Not Economically Active,,,Female,2330
 Tanahu,  65 - 69 Years,Economic Activity Not Stated,,,Male,41
 Tanahu,  65 - 69 Years,Economic Activity Not Stated,,,Female,77
 Tanahu,  70 - 74 Years,Total Population 10 Yrs. and above,,,,6307
 Tanahu,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1772
 Tanahu,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,790
 Tanahu,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,25
 Tanahu,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Tanahu,  70 - 74 Years,Economically Active,Not Usually Active,,Male,149
 Tanahu,  70 - 74 Years,Economically Active,Not Usually Active,,Female,184
 Tanahu,  70 - 74 Years,Not Economically Active,,,Male,1190
 Tanahu,  70 - 74 Years,Not Economically Active,,,Female,2128
 Tanahu,  70 - 74 Years,Economic Activity Not Stated,,,Male,16
 Tanahu,  70 - 74 Years,Economic Activity Not Stated,,,Female,54
 Tanahu,  75+ Years,Total Population 10 Yrs. and above,,,,8597
 Tanahu,  75+ Years,Economically Active,Usually Active,Employed,Male,1313
 Tanahu,  75+ Years,Economically Active,Usually Active,Employed,Female,635
 Tanahu,  75+ Years,Economically Active,Usually Active,Unemployed,Male,7
 Tanahu,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Tanahu,  75+ Years,Economically Active,Not Usually Active,,Male,123
 Tanahu,  75+ Years,Economically Active,Not Usually Active,,Female,83
 Tanahu,  75+ Years,Not Economically Active,,,Male,2625
 Tanahu,  75+ Years,Not Economically Active,,,Female,3735
 Tanahu,  75+ Years,Economic Activity Not Stated,,,Male,22
 Tanahu,  75+ Years,Economic Activity Not Stated,,,Female,53
 Syangja,  10 - 14 Years,Total Population 10 Yrs. and above,,,,38935
 Syangja,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,179
 Syangja,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,159
 Syangja,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,17
 Syangja,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,1
 Syangja,  10 - 14 Years,Economically Active,Not Usually Active,,Male,723
 Syangja,  10 - 14 Years,Economically Active,Not Usually Active,,Female,648
 Syangja,  10 - 14 Years,Not Economically Active,,,Male,18364
 Syangja,  10 - 14 Years,Not Economically Active,,,Female,18596
 Syangja,  10 - 14 Years,Economic Activity Not Stated,,,Male,146
 Syangja,  10 - 14 Years,Economic Activity Not Stated,,,Female,102
 Syangja,  15 - 19 Years,Total Population 10 Yrs. and above,,,,34361
 Syangja,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,1825
 Syangja,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,3065
 Syangja,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,264
 Syangja,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,28
 Syangja,  15 - 19 Years,Economically Active,Not Usually Active,,Male,843
 Syangja,  15 - 19 Years,Economically Active,Not Usually Active,,Female,998
 Syangja,  15 - 19 Years,Not Economically Active,,,Male,12740
 Syangja,  15 - 19 Years,Not Economically Active,,,Female,14448
 Syangja,  15 - 19 Years,Economic Activity Not Stated,,,Male,95
 Syangja,  15 - 19 Years,Economic Activity Not Stated,,,Female,54
 Syangja,  20 - 24 Years,Total Population 10 Yrs. and above,,,,22669
 Syangja,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,3361
 Syangja,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,8356
 Syangja,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,472
 Syangja,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,64
 Syangja,  20 - 24 Years,Economically Active,Not Usually Active,,Male,351
 Syangja,  20 - 24 Years,Economically Active,Not Usually Active,,Female,1008
 Syangja,  20 - 24 Years,Not Economically Active,,,Male,3587
 Syangja,  20 - 24 Years,Not Economically Active,,,Female,5296
 Syangja,  20 - 24 Years,Economic Activity Not Stated,,,Male,38
 Syangja,  20 - 24 Years,Economic Activity Not Stated,,,Female,135
 Syangja,  25 - 29 Years,Total Population 10 Yrs. and above,,,,18321
 Syangja,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,4433
 Syangja,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,9506
 Syangja,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,382
 Syangja,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,59
 Syangja,  25 - 29 Years,Economically Active,Not Usually Active,,Male,113
 Syangja,  25 - 29 Years,Economically Active,Not Usually Active,,Female,961
 Syangja,  25 - 29 Years,Not Economically Active,,,Male,694
 Syangja,  25 - 29 Years,Not Economically Active,,,Female,2118
 Syangja,  25 - 29 Years,Economic Activity Not Stated,,,Male,10
 Syangja,  25 - 29 Years,Economic Activity Not Stated,,,Female,47
 Syangja,  30 - 34 Years,Total Population 10 Yrs. and above,,,,15377
 Syangja,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,4404
 Syangja,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,8252
 Syangja,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,222
 Syangja,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,6
 Syangja,  30 - 34 Years,Economically Active,Not Usually Active,,Male,99
 Syangja,  30 - 34 Years,Economically Active,Not Usually Active,,Female,681
 Syangja,  30 - 34 Years,Not Economically Active,,,Male,309
 Syangja,  30 - 34 Years,Not Economically Active,,,Female,1350
 Syangja,  30 - 34 Years,Economic Activity Not Stated,,,Male,28
 Syangja,  30 - 34 Years,Economic Activity Not Stated,,,Female,26
 Syangja,  35 - 39 Years,Total Population 10 Yrs. and above,,,,14944
 Syangja,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,4387
 Syangja,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,8300
 Syangja,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,136
 Syangja,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,34
 Syangja,  35 - 39 Years,Economically Active,Not Usually Active,,Male,148
 Syangja,  35 - 39 Years,Economically Active,Not Usually Active,,Female,672
 Syangja,  35 - 39 Years,Not Economically Active,,,Male,212
 Syangja,  35 - 39 Years,Not Economically Active,,,Female,1011
 Syangja,  35 - 39 Years,Economic Activity Not Stated,,,Male,21
 Syangja,  35 - 39 Years,Economic Activity Not Stated,,,Female,22
 Syangja,  40 - 44 Years,Total Population 10 Yrs. and above,,,,14107
 Syangja,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,4804
 Syangja,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,7285
 Syangja,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,75
 Syangja,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,17
 Syangja,  40 - 44 Years,Economically Active,Not Usually Active,,Male,61
 Syangja,  40 - 44 Years,Economically Active,Not Usually Active,,Female,772
 Syangja,  40 - 44 Years,Not Economically Active,,,Male,193
 Syangja,  40 - 44 Years,Not Economically Active,,,Female,864
 Syangja,  40 - 44 Years,Economic Activity Not Stated,,,Male,19
 Syangja,  40 - 44 Years,Economic Activity Not Stated,,,Female,17
 Syangja,  45 - 49 Years,Total Population 10 Yrs. and above,,,,13261
 Syangja,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,4777
 Syangja,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6419
 Syangja,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,66
 Syangja,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,0
 Syangja,  45 - 49 Years,Economically Active,Not Usually Active,,Male,96
 Syangja,  45 - 49 Years,Economically Active,Not Usually Active,,Female,753
 Syangja,  45 - 49 Years,Not Economically Active,,,Male,197
 Syangja,  45 - 49 Years,Not Economically Active,,,Female,922
 Syangja,  45 - 49 Years,Economic Activity Not Stated,,,Male,11
 Syangja,  45 - 49 Years,Economic Activity Not Stated,,,Female,19
 Syangja,  50 - 54 Years,Total Population 10 Yrs. and above,,,,13320
 Syangja,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,5079
 Syangja,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5741
 Syangja,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,23
 Syangja,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,9
 Syangja,  50 - 54 Years,Economically Active,Not Usually Active,,Male,200
 Syangja,  50 - 54 Years,Economically Active,Not Usually Active,,Female,785
 Syangja,  50 - 54 Years,Not Economically Active,,,Male,412
 Syangja,  50 - 54 Years,Not Economically Active,,,Female,1050
 Syangja,  50 - 54 Years,Economic Activity Not Stated,,,Male,19
 Syangja,  50 - 54 Years,Economic Activity Not Stated,,,Female,3
 Syangja,  55 - 59 Years,Total Population 10 Yrs. and above,,,,12005
 Syangja,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,4658
 Syangja,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,4813
 Syangja,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,31
 Syangja,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,0
 Syangja,  55 - 59 Years,Economically Active,Not Usually Active,,Male,161
 Syangja,  55 - 59 Years,Economically Active,Not Usually Active,,Female,747
 Syangja,  55 - 59 Years,Not Economically Active,,,Male,492
 Syangja,  55 - 59 Years,Not Economically Active,,,Female,1066
 Syangja,  55 - 59 Years,Economic Activity Not Stated,,,Male,11
 Syangja,  55 - 59 Years,Economic Activity Not Stated,,,Female,25
 Syangja,  60 - 64 Years,Total Population 10 Yrs. and above,,,,11319
 Syangja,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,4027
 Syangja,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,3611
 Syangja,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,0
 Syangja,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,9
 Syangja,  60 - 64 Years,Economically Active,Not Usually Active,,Male,248
 Syangja,  60 - 64 Years,Economically Active,Not Usually Active,,Female,892
 Syangja,  60 - 64 Years,Not Economically Active,,,Male,674
 Syangja,  60 - 64 Years,Not Economically Active,,,Female,1839
 Syangja,  60 - 64 Years,Economic Activity Not Stated,,,Male,10
 Syangja,  60 - 64 Years,Economic Activity Not Stated,,,Female,9
 Syangja,  65 - 69 Years,Total Population 10 Yrs. and above,,,,8726
 Syangja,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2739
 Syangja,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,2087
 Syangja,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Syangja,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,9
 Syangja,  65 - 69 Years,Economically Active,Not Usually Active,,Male,283
 Syangja,  65 - 69 Years,Economically Active,Not Usually Active,,Female,690
 Syangja,  65 - 69 Years,Not Economically Active,,,Male,1121
 Syangja,  65 - 69 Years,Not Economically Active,,,Female,1771
 Syangja,  65 - 69 Years,Economic Activity Not Stated,,,Male,0
 Syangja,  65 - 69 Years,Economic Activity Not Stated,,,Female,26
 Syangja,  70 - 74 Years,Total Population 10 Yrs. and above,,,,6576
 Syangja,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1697
 Syangja,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,843
 Syangja,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Syangja,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,8
 Syangja,  70 - 74 Years,Economically Active,Not Usually Active,,Male,344
 Syangja,  70 - 74 Years,Economically Active,Not Usually Active,,Female,442
 Syangja,  70 - 74 Years,Not Economically Active,,,Male,1215
 Syangja,  70 - 74 Years,Not Economically Active,,,Female,2010
 Syangja,  70 - 74 Years,Economic Activity Not Stated,,,Male,16
 Syangja,  70 - 74 Years,Economic Activity Not Stated,,,Female,1
 Syangja,  75+ Years,Total Population 10 Yrs. and above,,,,8758
 Syangja,  75+ Years,Economically Active,Usually Active,Employed,Male,1303
 Syangja,  75+ Years,Economically Active,Usually Active,Employed,Female,435
 Syangja,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Syangja,  75+ Years,Economically Active,Usually Active,Unemployed,Female,8
 Syangja,  75+ Years,Economically Active,Not Usually Active,,Male,328
 Syangja,  75+ Years,Economically Active,Not Usually Active,,Female,316
 Syangja,  75+ Years,Not Economically Active,,,Male,2569
 Syangja,  75+ Years,Not Economically Active,,,Female,3782
 Syangja,  75+ Years,Economic Activity Not Stated,,,Male,8
 Syangja,  75+ Years,Economic Activity Not Stated,,,Female,10
 Kaski,  10 - 14 Years,Total Population 10 Yrs. and above,,,,55634
 Kaski,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,355
 Kaski,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,171
 Kaski,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,64
 Kaski,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,8
 Kaski,  10 - 14 Years,Economically Active,Not Usually Active,,Male,150
 Kaski,  10 - 14 Years,Economically Active,Not Usually Active,,Female,131
 Kaski,  10 - 14 Years,Not Economically Active,,,Male,27512
 Kaski,  10 - 14 Years,Not Economically Active,,,Female,26642
 Kaski,  10 - 14 Years,Economic Activity Not Stated,,,Male,251
 Kaski,  10 - 14 Years,Economic Activity Not Stated,,,Female,351
 Kaski,  15 - 19 Years,Total Population 10 Yrs. and above,,,,56492
 Kaski,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,4317
 Kaski,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,2946
 Kaski,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,409
 Kaski,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,100
 Kaski,  15 - 19 Years,Economically Active,Not Usually Active,,Male,363
 Kaski,  15 - 19 Years,Economically Active,Not Usually Active,,Female,556
 Kaski,  15 - 19 Years,Not Economically Active,,,Male,23727
 Kaski,  15 - 19 Years,Not Economically Active,,,Female,23685
 Kaski,  15 - 19 Years,Economic Activity Not Stated,,,Male,206
 Kaski,  15 - 19 Years,Economic Activity Not Stated,,,Female,183
 Kaski,  20 - 24 Years,Total Population 10 Yrs. and above,,,,51552
 Kaski,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,9701
 Kaski,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,8914
 Kaski,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,1057
 Kaski,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,297
 Kaski,  20 - 24 Years,Economically Active,Not Usually Active,,Male,403
 Kaski,  20 - 24 Years,Economically Active,Not Usually Active,,Female,771
 Kaski,  20 - 24 Years,Not Economically Active,,,Male,12030
 Kaski,  20 - 24 Years,Not Economically Active,,,Female,18034
 Kaski,  20 - 24 Years,Economic Activity Not Stated,,,Male,173
 Kaski,  20 - 24 Years,Economic Activity Not Stated,,,Female,173
 Kaski,  25 - 29 Years,Total Population 10 Yrs. and above,,,,43298
 Kaski,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,13613
 Kaski,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,11675
 Kaski,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,1085
 Kaski,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,343
 Kaski,  25 - 29 Years,Economically Active,Not Usually Active,,Male,167
 Kaski,  25 - 29 Years,Economically Active,Not Usually Active,,Female,769
 Kaski,  25 - 29 Years,Not Economically Active,,,Male,2937
 Kaski,  25 - 29 Years,Not Economically Active,,,Female,12478
 Kaski,  25 - 29 Years,Economic Activity Not Stated,,,Male,99
 Kaski,  25 - 29 Years,Economic Activity Not Stated,,,Female,131
 Kaski,  30 - 34 Years,Total Population 10 Yrs. and above,,,,35214
 Kaski,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,12736
 Kaski,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,10664
 Kaski,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,822
 Kaski,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,224
 Kaski,  30 - 34 Years,Economically Active,Not Usually Active,,Male,130
 Kaski,  30 - 34 Years,Economically Active,Not Usually Active,,Female,651
 Kaski,  30 - 34 Years,Not Economically Active,,,Male,1268
 Kaski,  30 - 34 Years,Not Economically Active,,,Female,8590
 Kaski,  30 - 34 Years,Economic Activity Not Stated,,,Male,50
 Kaski,  30 - 34 Years,Economic Activity Not Stated,,,Female,80
 Kaski,  35 - 39 Years,Total Population 10 Yrs. and above,,,,30800
 Kaski,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,11922
 Kaski,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,10197
 Kaski,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,543
 Kaski,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,73
 Kaski,  35 - 39 Years,Economically Active,Not Usually Active,,Male,49
 Kaski,  35 - 39 Years,Economically Active,Not Usually Active,,Female,521
 Kaski,  35 - 39 Years,Not Economically Active,,,Male,811
 Kaski,  35 - 39 Years,Not Economically Active,,,Female,6563
 Kaski,  35 - 39 Years,Economic Activity Not Stated,,,Male,73
 Kaski,  35 - 39 Years,Economic Activity Not Stated,,,Female,49
 Kaski,  40 - 44 Years,Total Population 10 Yrs. and above,,,,25759
 Kaski,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,10258
 Kaski,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,8404
 Kaski,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,237
 Kaski,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,80
 Kaski,  40 - 44 Years,Economically Active,Not Usually Active,,Male,57
 Kaski,  40 - 44 Years,Economically Active,Not Usually Active,,Female,542
 Kaski,  40 - 44 Years,Not Economically Active,,,Male,980
 Kaski,  40 - 44 Years,Not Economically Active,,,Female,5103
 Kaski,  40 - 44 Years,Economic Activity Not Stated,,,Male,49
 Kaski,  40 - 44 Years,Economic Activity Not Stated,,,Female,49
 Kaski,  45 - 49 Years,Total Population 10 Yrs. and above,,,,21489
 Kaski,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,8556
 Kaski,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6632
 Kaski,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,123
 Kaski,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,95
 Kaski,  45 - 49 Years,Economically Active,Not Usually Active,,Male,147
 Kaski,  45 - 49 Years,Economically Active,Not Usually Active,,Female,520
 Kaski,  45 - 49 Years,Not Economically Active,,,Male,975
 Kaski,  45 - 49 Years,Not Economically Active,,,Female,4409
 Kaski,  45 - 49 Years,Economic Activity Not Stated,,,Male,16
 Kaski,  45 - 49 Years,Economic Activity Not Stated,,,Female,16
 Kaski,  50 - 54 Years,Total Population 10 Yrs. and above,,,,19542
 Kaski,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,7944
 Kaski,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5425
 Kaski,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,65
 Kaski,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,8
 Kaski,  50 - 54 Years,Economically Active,Not Usually Active,,Male,81
 Kaski,  50 - 54 Years,Economically Active,Not Usually Active,,Female,379
 Kaski,  50 - 54 Years,Not Economically Active,,,Male,1214
 Kaski,  50 - 54 Years,Not Economically Active,,,Female,4378
 Kaski,  50 - 54 Years,Economic Activity Not Stated,,,Male,16
 Kaski,  50 - 54 Years,Economic Activity Not Stated,,,Female,32
 Kaski,  55 - 59 Years,Total Population 10 Yrs. and above,,,,15092
 Kaski,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,5560
 Kaski,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3481
 Kaski,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,31
 Kaski,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,43
 Kaski,  55 - 59 Years,Economically Active,Not Usually Active,,Male,156
 Kaski,  55 - 59 Years,Economically Active,Not Usually Active,,Female,359
 Kaski,  55 - 59 Years,Not Economically Active,,,Male,1492
 Kaski,  55 - 59 Years,Not Economically Active,,,Female,3944
 Kaski,  55 - 59 Years,Economic Activity Not Stated,,,Male,8
 Kaski,  55 - 59 Years,Economic Activity Not Stated,,,Female,16
 Kaski,  60 - 64 Years,Total Population 10 Yrs. and above,,,,13347
 Kaski,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,3940
 Kaski,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,2642
 Kaski,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,8
 Kaski,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,30
 Kaski,  60 - 64 Years,Economically Active,Not Usually Active,,Male,139
