District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Occupation,Gender,Status of employment,Value
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Employer,193
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Employee,10965
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Own account holder,1717
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,216
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Male,Not stated,531
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Employer,107
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Employee,1420
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Own account holder,353
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Unpaid family worker,35
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Male,Not stated,544
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Employer,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Employee,43
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Own account holder,17
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Employer,40
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Employee,125
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Own account holder,863
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Unpaid family worker,27
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Managers,Female,Not stated,66
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Employer,56
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Employee,2519
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Own account holder,190
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Professionals,Female,Not stated,202
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,32
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,633
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,188
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,29
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,44
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Employer,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Employee,538
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Own account holder,28
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,19
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Office assistance,Female,Not stated,33
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Employer,67
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Employee,542
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,5440
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,399
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Service & sale workers,Female,Not stated,225
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,1438
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,3432
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,83852
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,2499
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,3137
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,108
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,2672
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,2955
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,60
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,208
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,288
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,140
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Employer,65
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Employee,7346
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,5528
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,212
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,419
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Employer,24
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Employee,395
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Own account holder,394
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,27
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Not Stated,Female,Not stated,445
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Male,Employer,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Male,Employee,103
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Male,Own account holder,62
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Male,Not stated,32
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Male,Employer,34
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Male,Employee,147
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Male,Own account holder,233
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Male,Unpaid family worker,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Male,Not stated,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Male,Employer,60
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Male,Employee,1958
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Male,Own account holder,242
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Male,Unpaid family worker,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Male,Not stated,156
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,83
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,674
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,128
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,34
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Male,Employer,18
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Male,Employee,566
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Male,Own account holder,51
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Male,Unpaid family worker,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Male,Not stated,20
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Male,Employer,30
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Male,Employee,929
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Male,Own account holder,2067
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,28
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Male,Not stated,116
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,472
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,1679
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,40886
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,408
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,1272
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Male,Employer,85
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Male,Employee,4031
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,1493
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,14
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Male,Not stated,103
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,21
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,1330
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,328
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,9
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,48
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Male,Employer,30
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Male,Employee,2730
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Male,Own account holder,441
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,68
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Male,Not stated,244
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Male,Employer,30
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Male,Employee,709
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Male,Own account holder,214
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Male,Unpaid family worker,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Male,Not stated,204
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Female,Employer,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Female,Employee,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Female,Own account holder,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Armed Forces,Female,Not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Female,Employer,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Female,Employee,44
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Female,Own account holder,219
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Female,Unpaid family worker,5
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Managers,Female,Not stated,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Female,Employer,37
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Female,Employee,1037
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Female,Own account holder,106
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Female,Unpaid family worker,3
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Professionals,Female,Not stated,68
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,112
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,10
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Female,Employer,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Female,Employee,223
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Female,Own account holder,26
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Office assistance,Female,Not stated,17
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Female,Employer,21
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Female,Employee,146
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Female,Own account holder,1341
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,18
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Service & sale workers,Female,Not stated,80
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,350
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,1162
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,48674
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,783
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,2026
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Female,Employer,13
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Female,Employee,452
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,483
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,36
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Craft and related trades workers,Female,Not stated,43
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,22
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,63
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Female,Employer,35
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Female,Employee,779
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Female,Own account holder,450
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,44
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Elementary Occupations,Female,Not stated,94
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Female,Employer,19
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Female,Employee,184
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Female,Own account holder,210
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Female,Unpaid family worker,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Not Stated,Female,Not stated,108
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Male,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Male,Employee,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Male,Own account holder,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Male,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Male,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Male,Employee,83
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Male,Own account holder,74
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Male,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Male,Employer,33
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Male,Employee,1377
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Male,Own account holder,66
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Male,Not stated,84
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,485
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,49
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Male,Employer,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Male,Employee,337
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Male,Own account holder,7
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Male,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Male,Employer,50
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Male,Employee,384
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Male,Own account holder,657
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Male,Not stated,41
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,697
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,687
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,21265
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,66
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,592
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Male,Employer,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Male,Employee,1466
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,319
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Male,Not stated,65
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,248
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,50
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Elementary Occupations,Male,Employer,24
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Elementary Occupations,Male,Employee,1027
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Elementary Occupations,Male,Own account holder,163
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Elementary Occupations,Male,Not stated,72
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Not Stated,Male,Employer,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Not Stated,Male,Employee,106
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Not Stated,Male,Own account holder,48
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Not Stated,Male,Unpaid family worker,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Not Stated,Male,Not stated,117
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Female,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Female,Employee,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Female,Own account holder,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Armed Forces,Female,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Female,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Female,Employee,57
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Female,Own account holder,122
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Female,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Managers,Female,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Female,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Female,Employee,775
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Female,Own account holder,41
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Female,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Professionals,Female,Not stated,25
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,208
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,24
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,17
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Female,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Female,Employee,104
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Female,Own account holder,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Office assistance,Female,Not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Female,Employer,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Female,Employee,74
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Female,Own account holder,515
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Service & sale workers,Female,Not stated,39
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,923
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,959
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,30039
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,136
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,739
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Female,Employer,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Female,Employee,136
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,104
